"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85117","Bartley Green Medical Practice","General Practice","Persons","All ages","","","2020/21","2.6039","2.2243","3.0462","2.0314","3.3322","151","5799","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85025","Bath Row Medical Practice","General Practice","Persons","All ages","","","2020/21","0.9508","0.7946","1.1373","0.7168","1.2602","118","12411","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85732","Bloomsbury Surgery","General Practice","Persons","All ages","","","2020/21","2.6616","2.0191","3.5012","1.7241","4.0877","49","1841","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85781","Bordesley Green Surgery","General Practice","Persons","All ages","","","2020/21","0.5429","0.3517","0.8371","0.2759","1.0657","20","3684","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89008","Bosworth Medical Centre","General Practice","Persons","All ages","","","2020/21","4.1084","3.7236","4.5312","3.518","4.793","382","9298","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85041","Bournbrook Varsity Medical Centre","General Practice","Persons","All ages","","","2020/21","0.3842","0.2853","0.517","0.241","0.612","43","11193","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85671","Bournville Surgery","General Practice","Persons","All ages","","","2020/21","1.251","0.8777","1.7803","0.7182","2.1706","30","2398","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85113","Bucklands End Lane Surgery","General Practice","Persons","All ages","","","2020/21","2.8385","2.4554","3.2792","2.2587","3.5617","178","6271","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85701","Burbury Medical Centre","General Practice","Persons","All ages","","","2020/21","0.3348","0.1995","0.5612","0.1499","0.7459","14","4182","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M88006","Cape Hill Medical Centre","General Practice","Persons","All ages","","","2020/21","1.41","1.2145","1.6364","1.1145","1.7823","170","12057","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85642","Cavendish Medical Practice","General Practice","Persons","All ages","","","2020/21","0.7358","0.5448","0.993","0.4593","1.1769","42","5708","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85679","Charles Road Surgery","General Practice","Persons","All ages","","","2020/21","0.5003","0.3464","0.7221","0.2814","0.8877","28","5597","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89602","Chester Road Surgery","General Practice","Persons","All ages","","","2020/21","3.6692","3.0986","4.3401","2.8111","4.7764","130","3543","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85013","Church Lane - Khan","General Practice","Persons","All ages","","","2020/21","2.9919","2.4754","3.6123","2.2197","4.0217","104","3476","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85048","Church Road Surgery","General Practice","Persons","All ages","","","2020/21","2.6313","2.3509","2.9443","2.203","3.1404","295","11211","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85711","City Health Centre","General Practice","Persons","All ages","","","2020/21","0.4928","0.2754","0.8804","0.2003","1.2071","11","2232","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85086","Cofton Medical Centre","General Practice","Persons","All ages","","","2020/21","2.3034","2.0309","2.6116","1.8887","2.8066","237","10289","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85087","College Road Surgery","General Practice","Persons","All ages","","","2020/21","2.4158","2.148","2.7161","2.0074","2.905","272","11259","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85792","Cotmore Surgery","General Practice","Persons","All ages","","","2020/21","2.8482","2.3006","3.5215","2.035","3.9732","82","2879","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85680","Cotterils Lane Surgery","General Practice","Persons","All ages","","","2020/21","1.0195","0.6742","1.5388","0.5344","1.9361","22","2158","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85699","Coventry Road Medical Centre","General Practice","Persons","All ages","","","2020/21","0.5243","0.363","0.7568","0.295","0.9303","28","5340","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89021","Coventry Road Practice","General Practice","Persons","All ages","","","2020/21","2.6065","2.1559","3.1483","1.933","3.5064","104","3990","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85097","Cranes Park Road Surgery","General Practice","Persons","All ages","","","2020/21","1.9915","1.4767","2.6808","1.2453","3.1705","42","2109","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89012","Croft Medical Centre","General Practice","Persons","All ages","","","2020/21","3.4414","3.1243","3.7894","2.9548","4.0048","398","11565","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89010","Dorridge Surgery","General Practice","Persons","All ages","","","2020/21","0.8192","0.6677","1.0046","0.5939","1.1289","91","11109","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85717","Downsfield Medical Centre","General Practice","Persons","All ages","","","2020/21","4.2922","3.7056","4.9668","3.4043","5.3986","171","3984","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85716","Dr Khuroo's Practice","General Practice","Persons","All ages","","","2020/21","1.0849","0.8283","1.4199","0.7101","1.6542","52","4793","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85686","Dr Kulshrestha Family Practice","General Practice","Persons","All ages","","","2020/21","1.1779","0.7554","1.8325","0.5891","2.3414","19","1613","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85065","Dr Sn Clay and Partners","General Practice","Persons","All ages","","","2020/21","1.9901","1.7566","2.2539","1.6348","2.4208","242","12160","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85128","Dr Walji and Colleagues","General Practice","Persons","All ages","","","2020/21","1.2057","0.9436","1.5396","0.8202","1.7694","63","5225","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85706","Druid Group","General Practice","Persons","All ages","","","2020/21","1.9389","1.7054","2.2036","1.5839","2.3715","229","11811","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85136","Druids Heath Surgery","General Practice","Persons","All ages","","","2020/21","2.184","1.9294","2.4713","1.7965","2.6529","245","11218","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85079","Eden Court Medical Practice","General Practice","Persons","All ages","","","2020/21","2.8927","2.5634","3.2628","2.3908","3.496","256","8850","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85693","Featherstone Medical Centre","General Practice","Persons","All ages","","","2020/21","1.0802","0.7382","1.5781","0.5955","1.9515","26","2407","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85116","Fernley Medical Centre","General Practice","Persons","All ages","","","2020/21","0.8079","0.64","1.0195","0.5602","1.164","70","8664","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85154","Finch Road Primary Care Centre","General Practice","Persons","All ages","","","2020/21","0.5261","0.3508","0.7882","0.2794","0.9884","23","4372","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85107","Firs Surgery","General Practice","Persons","All ages","","","2020/21","2.0268","1.5843","2.5896","1.3759","2.9763","62","3059","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85051","Firstcare Practice","General Practice","Persons","All ages","","","2020/21","0.4576","0.3188","0.6565","0.26","0.8044","29","6337","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M81062","Frankley Health Centre","General Practice","Persons","All ages","","","2020/21","3.3826","2.8483","4.0128","2.5799","4.4237","126","3725","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85694","Garretts Green Lane Surgery","General Practice","Persons","All ages","","","2020/21","2.1204","1.6365","2.7434","1.4111","3.1747","56","2641","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85170","Gate Medical Centre","General Practice","Persons","All ages","","","2020/21","0.9672","0.7213","1.2959","0.6104","1.5295","44","4549","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89003","Gps Healthcare","General Practice","Persons","All ages","","","2020/21","1.8252","1.6981","1.9617","1.6288","2.0448","724","39666","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89024","Grafton Road Surgery","General Practice","Persons","All ages","","","2020/21","3.0326","2.5422","3.6141","2.2967","3.9946","120","3957","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85029","Granton Medical Centre","General Practice","Persons","All ages","","","2020/21","2.2198","2.0003","2.4628","1.8838","2.6142","347","15632","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89027","Green Lane Surgery","General Practice","Persons","All ages","","","2020/21","3.2076","2.8346","3.6278","2.6396","3.8929","244","7607","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85006","Green Ridge Surgery","General Practice","Persons","All ages","","","2020/21","2.3006","2.0217","2.617","1.8766","2.8177","225","9780","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85670","Greenfield Medical Centre","General Practice","Persons","All ages","","","2020/21","0.6667","0.432","1.0275","0.3388","1.3076","20","3000","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85735","Greet Medical Practice","General Practice","Persons","All ages","","","2020/21","0.5108","0.3601","0.7241","0.2955","0.8816","31","6069","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y00159","Hall Green Health","General Practice","Persons","All ages","","","2020/21","1.5011","1.3634","1.6525","1.2899","1.7464","409","27246","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y03597","Hamd Medical Practice","General Practice","Persons","All ages","","","2020/21","0.4643","0.3254","0.6621","0.2662","0.8086","30","6461","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89608","Hampton Surgery","General Practice","Persons","All ages","","","2020/21","1.1853","0.8648","1.6226","0.7229","1.9376","38","3206","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85058","Harborne Medical Practice","General Practice","Persons","All ages","","","2020/21","1.0656","0.9038","1.256","0.8222","1.3801","140","13138","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85043","Hawkesley Medical Practice","General Practice","Persons","All ages","","","2020/21","3.8576","3.3251","4.4715","3.0521","4.8651","168","4355","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85713","Highgate Medical Centre","General Practice","Persons","All ages","","","2020/21","0.8563","0.6219","1.178","0.5186","1.4107","37","4321","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85016","Hillcrest Surgery","General Practice","Persons","All ages","","","2020/21","2.8322","2.4329","3.2947","2.229","3.5926","162","5720","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89019","Hobs Moat Medical Centre","General Practice","Persons","All ages","","","2020/21","1.5133","1.3064","1.7525","1.2004","1.9063","175","11564","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y02567","Hodge Hill Family Practice","General Practice","Persons","All ages","","","2020/21","1.7252","1.3991","2.1256","1.2407","2.3943","86","4985","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85076","Hollymoor Medical Centre","General Practice","Persons","All ages","","","2020/21","2.9412","2.5899","3.3385","2.4068","3.5899","231","7854","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y02893","Iridium Medical Practice, Richmond PCC","General Practice","Persons","All ages","","","2020/21","1.9966","1.7939","2.2216","1.6866","2.3622","329","16478","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85143","Jiggins Lane Medical Centre","General Practice","Persons","All ages","","","2020/21","2.3887","2.0641","2.763","1.8975","3.0032","176","7368","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85088","Karis Medical Centre","General Practice","Persons","All ages","","","2020/21","1.1892","1.0321","1.3699","0.9513","1.4858","189","15893","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85142","Keynell Covert","General Practice","Persons","All ages","","","2020/21","3.1189","2.3604","4.1108","2.0127","4.8033","48","1539","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85600","Kings Norton Surgery","General Practice","Persons","All ages","","","2020/21","2.1024","1.8703","2.3627","1.7483","2.5265","275","13080","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85014","Kingsbury Road Medical Centre","General Practice","Persons","All ages","","","2020/21","2.0095","1.5611","2.5834","1.3511","2.9791","59","2936","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85037","Kingsfield Medical Centre","General Practice","Persons","All ages","","","2020/21","1.4985","1.2728","1.7635","1.1588","1.9359","142","9476","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89002","Kingshurst Medical Practice","General Practice","Persons","All ages","","","2020/21","3.2848","2.8752","3.7506","2.6626","4.0464","210","6393","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85155","Kingstanding Circle Surgery","General Practice","Persons","All ages","","","2020/21","2.7047","2.3044","3.1722","2.1014","3.475","146","5398","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85027","Leach Heath Medical Centre","General Practice","Persons","All ages","","","2020/21","2.6716","2.3469","3.0399","2.1779","3.2735","223","8347","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85730","Ley Hill Surgery","General Practice","Persons","All ages","","","2020/21","2.7788","2.2291","3.4592","1.9642","3.9178","77","2771","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85028","Lordswood House Group Medical Practice","General Practice","Persons","All ages","","","2020/21","1.5511","1.4066","1.7101","1.3295","1.8088","396","25531","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89009","Manor House Lane Surgery","General Practice","Persons","All ages","","","2020/21","2.4715","2.2013","2.7739","2.0592","2.9639","280","11329","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85179","Maypole Health Surgery Y","General Practice","Persons","All ages","","","2020/21","3.0218","2.5665","3.555","2.336","3.9008","140","4633","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85063","Midlands Medical Partnership","General Practice","Persons","All ages","","","2020/21","1.9786","1.8719","2.0912","1.8129","2.159","1226","61964","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85023","Millennium Medical Centre","General Practice","Persons","All ages","","","2020/21","2.7887","2.479","3.1358","2.3163","3.3541","270","9682","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85746","Mirfield Surgery","General Practice","Persons","All ages","","","2020/21","2.9053","2.5038","3.3689","2.2981","3.6668","169","5817","","","Higher","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85733","Moor Green Lane Med.Ctr.","General Practice","Persons","All ages","","","2020/21","1.4732","1.1414","1.8996","0.9865","2.1948","58","3937","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85021","Moseley Medical Centre","General Practice","Persons","All ages","","","2020/21","0.9688","0.6833","1.3718","0.5608","1.6685","31","3200","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85722","Naseby Medical Centre","General Practice","Persons","All ages","","","2020/21","0.1433","0.0726","0.2826","0.0504","0.4065","8","5582","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85759","Nechells Practice","General Practice","Persons","All ages","","","2020/21","1.3479","1.104","1.6448","0.9845","1.843","95","7048","","","Lower","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89015","Northbrook Health Centre","General Practice","Persons","All ages","","","2020/21","1.3289","1.1354","1.5549","1.0372","1.7014","153","11513","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85077","Northwood Medical Centre","General Practice","Persons","All ages","","","2020/21","1.7635","1.5101","2.0584","1.3812","2.2491","157","8903","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y02794","Oakleaf","General Practice","Persons","All ages","","","2020/21","0.2683","0.188","0.3828","0.1538","0.4678","30","11180","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85078","Oakwood Surgery","General Practice","Persons","All ages","","","2020/21","0.6529","0.5204","0.8188","0.4571","0.9318","74","11334","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85034","Omnia Practice","General Practice","Persons","All ages","","","2020/21","1.0743","0.9305","1.24","0.8567","1.3464","184","17128","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85739","Pak Health Centre- R.Bhatti","General Practice","Persons","All ages","","","2020/21","0.3066","0.1888","0.4975","0.1443","0.6506","16","5218","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89001","Parkfield Medical Centre","General Practice","Persons","All ages","","","2020/21","2.7473","2.2527","3.3467","2.0098","3.745","95","3458","","","Similar","Higher","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85803","Pearl Medical Centre","General Practice","Persons","All ages","","","2020/21","0.4267","0.3191","0.5705","0.2705","0.6727","45","10545","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85624","Perry Park Surgery","General Practice","Persons","All ages","","","2020/21","2.0456","1.7266","2.4221","1.5661","2.6679","131","6404","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","Y02571","Poplar Primary Care Centre","General Practice","Persons","All ages","","","2020/21","0.5607","0.4088","0.7687","0.3417","0.9189","38","6777","","","Lower","Lower","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M91642","Queslett Medical Centre","General Practice","Persons","All ages","","","2020/21","2.0539","1.4586","2.8851","1.2011","3.4909","32","1558","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M85070","Reservoir Road Surgery","General Practice","Persons","All ages","","","2020/21","1.607","1.4047","1.8378","1.3","1.9849","209","13006","","","Similar","Similar","20200000","","","1y"
"253","COPD: QOF prevalence (all ages)","E38000220","NHS Birmingham and Solihull CCG","M89007","Richmond Medical Centre","General Practice","Persons","All ages","","","2020/21","1.5897","1.3023","1.9393","1.1614","2.1725","95","5976","","","Similar","Similar","20200000","","","1y"
